epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,553.851,1.8406,2.40672,1.43408,0.78032,0.28183,0.43441,0.20763,1.6998,2.66234,1.35642,0.000548721,0.000548721,0.000548721
